#group,false,false,true,true,true,true,true,true,true,true,true,true
#datatype,measurement,tag,dateTime:RFC3339,double,double,double,double,double,double,tag
#default,wetterstation,,,,,,,,,
,id,_time,temperatur,luftfeuchtigkeit,luftdruck,niederschlag,windgeschwindigkeit,helligkeit,windrichtung
,1356598,2026-03-21T11:00:00Z,17.2,70,1011.8,0.0,17.4,600,W
,1356598,2026-03-21T15:00:00Z,19.8,62,1011.6,0.0,19.8,860,NW
,1356598,2026-03-21T21:00:00Z,16.6,71,1011.4,0.0,22.2,160,N
,1356598,2026-03-22T01:00:00Z,14.3,78,1012.9,0.2,17.5,10,SW
,1356598,2026-03-22T07:00:00Z,16.1,75,1012.7,0.4,16.9,180,W
,1356598,2026-03-22T11:00:00Z,18.7,69,1012.5,0.2,19.3,600,NW
,1356598,2026-03-22T15:00:00Z,21.3,61,1012.3,0.2,21.7,860,N
,1356598,2026-03-22T21:00:00Z,18.1,70,1012.1,0.1,21.1,160,NE
,1356598,2026-03-23T01:00:00Z,15.5,76,1013.6,0.0,16.0,10,W
,1356598,2026-03-23T07:00:00Z,17.3,73,1013.4,0.0,18.4,180,NW
,1356598,2026-03-23T11:00:00Z,19.9,67,1013.2,0.0,20.8,600,N
,1356598,2026-03-23T15:00:00Z,22.5,59,1013.0,0.0,20.2,860,NE
,1356598,2026-03-23T21:00:00Z,19.3,68,1012.8,0.0,22.6,160,E
,1356598,2026-03-24T01:00:00Z,16.5,75,1014.2,0.5,16.9,10,NW
,1356598,2026-03-24T07:00:00Z,18.3,71,1014.0,1.1,19.3,180,N
,1356598,2026-03-24T11:00:00Z,20.9,66,1013.8,0.6,18.7,600,NE
,1356598,2026-03-24T15:00:00Z,23.5,57,1013.6,0.6,21.1,860,E
,1356598,2026-03-24T21:00:00Z,20.3,66,1013.4,0.3,23.5,160,SE
,1356598,2026-03-25T01:00:00Z,14.8,73,1014.7,0.0,17.2,10,N
,1356598,2026-03-25T07:00:00Z,16.6,69,1014.5,0.0,16.6,180,NE
,1356598,2026-03-25T11:00:00Z,19.2,64,1014.3,0.0,19.0,600,E
,1356598,2026-03-25T15:00:00Z,21.8,55,1014.1,0.0,21.4,860,SE
,1356598,2026-03-25T21:00:00Z,18.6,64,1013.9,0.0,20.8,160,S
,1356598,2026-03-26T01:00:00Z,15.2,71,1015.1,0.0,14.0,10,NE
,1356598,2026-03-26T07:00:00Z,17.0,67,1014.9,0.0,16.4,180,E
,1356598,2026-03-26T11:00:00Z,19.6,62,1014.7,0.0,18.8,600,SE
,1356598,2026-03-26T15:00:00Z,22.2,53,1014.5,0.0,18.2,860,S
,1356598,2026-03-26T21:00:00Z,19.0,62,1014.3,0.0,20.6,160,SW
,1356598,2026-03-27T01:00:00Z,15.4,69,1015.4,0.1,13.4,10,E
,1356598,2026-03-27T07:00:00Z,17.2,65,1015.2,0.2,15.8,180,SE
,1356598,2026-03-27T11:00:00Z,19.8,60,1015.0,0.1,15.2,600,S
,1356598,2026-03-27T15:00:00Z,22.4,51,1014.8,0.1,17.6,860,SW
,1356598,2026-03-27T21:00:00Z,19.2,60,1014.6,0.1,20.0,160,W
,1356598,2026-03-28T01:00:00Z,15.3,67,1015.7,0.0,12.4,10,SE
,1356598,2026-03-28T07:00:00Z,17.1,63,1015.5,0.0,11.8,180,S
,1356598,2026-03-28T11:00:00Z,19.7,58,1015.3,0.0,14.2,600,SW
,1356598,2026-03-28T15:00:00Z,22.3,49,1015.1,0.0,16.6,860,W
,1356598,2026-03-28T21:00:00Z,19.1,58,1014.9,0.0,16.0,160,NW
,1356598,2026-03-29T01:00:00Z,12.5,65,1015.8,0.0,8.3,10,S
,1356598,2026-03-29T07:00:00Z,14.3,62,1015.6,0.0,10.7,180,SW
,1356598,2026-03-29T11:00:00Z,16.9,56,1015.4,0.0,13.1,600,W
,1356598,2026-03-29T15:00:00Z,19.5,48,1015.2,0.0,12.5,860,NW
,1356598,2026-03-29T21:00:00Z,16.3,57,1015.0,0.0,14.9,160,N
,1356598,2026-03-30T01:00:00Z,12.0,63,1015.8,0.0,9.0,10,SW
,1356598,2026-03-30T07:00:00Z,13.8,60,1015.6,0.0,11.4,180,W
,1356598,2026-03-30T11:00:00Z,16.4,54,1015.4,0.0,10.8,600,NW
,1356598,2026-03-30T15:00:00Z,19.0,46,1015.2,0.0,13.2,860,N
,1356598,2026-03-30T21:00:00Z,15.8,55,1015.0,0.0,15.6,160,NE
,1356598,2026-03-31T01:00:00Z,11.3,62,1015.7,0.6,12.2,10,W
,1356598,2026-03-31T07:00:00Z,13.1,58,1015.5,1.3,11.6,180,NW
,1356598,2026-03-31T11:00:00Z,15.7,53,1015.3,0.8,14.0,600,N
,1356598,2026-03-31T15:00:00Z,18.3,44,1015.1,0.8,16.4,860,NE
,1356598,2026-03-31T21:00:00Z,15.1,53,1014.9,0.4,15.8,160,E
,1356598,2026-04-01T01:00:00Z,10.6,60,1015.5,0.2,12.1,10,NW
,1356598,2026-04-01T07:00:00Z,12.4,57,1015.3,0.4,14.5,180,N
,1356598,2026-04-01T11:00:00Z,15.0,51,1015.1,0.2,16.9,600,NE
,1356598,2026-04-01T15:00:00Z,17.6,43,1014.9,0.2,16.3,860,E
,1356598,2026-04-01T21:00:00Z,14.4,52,1014.7,0.1,18.7,160,SE
,1356598,2026-04-02T01:00:00Z,7.4,59,1015.2,0.0,14.8,10,N
,1356598,2026-04-02T07:00:00Z,9.2,56,1015.0,0.0,17.2,180,NE
,1356598,2026-04-02T11:00:00Z,11.8,50,1014.8,0.0,16.6,420,E
,1356598,2026-04-02T15:00:00Z,14.4,42,1014.6,0.0,19.0,640,SE
,1356598,2026-04-02T21:00:00Z,11.2,51,1014.4,0.0,21.4,160,S
,1356598,2026-04-03T01:00:00Z,6.6,59,1014.8,0.0,17.1,10,NE
,1356598,2026-04-03T07:00:00Z,8.4,55,1014.6,0.0,16.5,180,E
,1356598,2026-04-03T11:00:00Z,11.0,50,1014.4,0.0,18.9,420,SE
,1356598,2026-04-03T15:00:00Z,13.6,41,1014.2,0.0,21.3,640,S
,1356598,2026-04-03T21:00:00Z,10.4,50,1014.0,0.0,20.7,160,SW
,1356598,2026-04-04T01:00:00Z,5.9,58,1014.2,0.0,15.8,10,E
,1356598,2026-04-04T07:00:00Z,7.7,55,1014.0,0.0,18.2,180,SE
,1356598,2026-04-04T11:00:00Z,10.3,49,1013.8,0.0,20.6,420,S
,1356598,2026-04-04T15:00:00Z,12.9,41,1013.6,0.0,20.0,640,SW
,1356598,2026-04-04T21:00:00Z,9.7,50,1013.4,0.0,22.4,160,W
,1356598,2026-04-05T01:00:00Z,5.3,58,1013.7,0.0,17.0,10,SE
,1356598,2026-04-05T07:00:00Z,7.1,55,1013.5,0.0,19.4,180,S
,1356598,2026-04-05T11:00:00Z,9.7,49,1013.3,0.0,18.8,420,SW
,1356598,2026-04-05T15:00:00Z,12.3,41,1013.1,0.0,21.2,640,W
,1356598,2026-04-05T21:00:00Z,9.1,50,1012.9,0.0,23.6,90,NW
,1356598,2026-04-06T01:00:00Z,2.5,58,1013.0,0.1,17.6,10,S
,1356598,2026-04-06T07:00:00Z,4.3,55,1012.8,0.2,17.0,180,SW
,1356598,2026-04-06T11:00:00Z,6.9,49,1012.6,0.1,19.4,420,W
,1356598,2026-04-06T15:00:00Z,9.5,41,1012.4,0.1,21.8,640,NW
,1356598,2026-04-06T21:00:00Z,6.3,50,1012.2,0.1,21.2,90,N
,1356598,2026-04-07T01:00:00Z,2.3,59,1012.3,0.4,14.7,10,SW
,1356598,2026-04-07T07:00:00Z,4.1,55,1012.1,0.8,17.1,180,W
,1356598,2026-04-07T11:00:00Z,6.7,50,1011.9,0.5,19.5,420,NW
,1356598,2026-04-07T15:00:00Z,9.3,41,1011.7,0.5,18.9,640,N
,1356598,2026-04-07T21:00:00Z,6.1,50,1011.5,0.2,21.3,90,NE
,1356598,2026-04-08T01:00:00Z,2.3,60,1011.5,0.0,14.3,10,W
,1356598,2026-04-08T07:00:00Z,4.1,56,1011.3,0.0,16.7,180,NW
,1356598,2026-04-08T11:00:00Z,6.7,51,1011.1,0.0,16.1,420,N
,1356598,2026-04-08T15:00:00Z,9.3,42,1010.9,0.0,18.5,640,NE
,1356598,2026-04-08T21:00:00Z,6.1,51,1010.7,0.0,20.9,90,E
,1356598,2026-04-09T01:00:00Z,2.6,61,1010.6,0.0,13.6,10,NW
,1356598,2026-04-09T07:00:00Z,4.4,57,1010.4,0.0,13.0,180,N
,1356598,2026-04-09T11:00:00Z,7.0,52,1010.2,0.0,15.4,420,NE
,1356598,2026-04-09T15:00:00Z,9.6,43,1010.0,0.0,17.8,640,E
,1356598,2026-04-09T21:00:00Z,6.4,52,1009.8,0.0,17.2,90,SE
,1356598,2026-04-10T01:00:00Z,0.8,62,1009.8,0.0,9.5,10,N
,1356598,2026-04-10T07:00:00Z,2.6,59,1009.6,0.0,11.9,120,NE
,1356598,2026-04-10T11:00:00Z,5.2,53,1009.4,0.0,14.3,420,E
,1356598,2026-04-10T15:00:00Z,7.8,45,1009.2,0.0,13.7,640,SE
,1356598,2026-04-10T21:00:00Z,4.6,54,1009.0,0.0,16.1,90,S
,1356598,2026-04-11T01:00:00Z,1.7,64,1008.9,0.2,8.3,10,NE
,1356598,2026-04-11T07:00:00Z,3.5,60,1008.7,0.4,10.7,120,E
,1356598,2026-04-11T11:00:00Z,6.1,55,1008.5,0.2,10.1,420,SE
,1356598,2026-04-11T15:00:00Z,8.7,46,1008.3,0.2,12.5,640,S
,1356598,2026-04-11T21:00:00Z,5.5,55,1008.1,0.1,14.9,90,SW
,1356598,2026-04-12T01:00:00Z,2.8,66,1008.0,0.0,10.9,10,E
,1356598,2026-04-12T07:00:00Z,4.6,62,1007.8,0.0,10.3,120,SE
,1356598,2026-04-12T11:00:00Z,7.2,57,1007.6,0.0,12.7,420,S
,1356598,2026-04-12T15:00:00Z,9.8,48,1007.4,0.0,15.1,640,SW
,1356598,2026-04-12T21:00:00Z,6.6,57,1007.2,0.0,14.5,90,W
,1356598,2026-04-13T01:00:00Z,4.2,67,1007.2,0.0,11.1,10,SE
,1356598,2026-04-13T07:00:00Z,6.0,64,1007.0,0.0,13.5,120,S
,1356598,2026-04-13T11:00:00Z,8.6,58,1006.8,0.0,15.9,420,SW
,1356598,2026-04-13T15:00:00Z,11.2,50,1006.6,0.0,15.3,640,W
,1356598,2026-04-13T21:00:00Z,8.0,59,1006.4,0.0,17.7,90,NW
,1356598,2026-04-14T01:00:00Z,3.4,69,1006.3,0.5,13.9,10,S
,1356598,2026-04-14T07:00:00Z,5.2,66,1006.1,1.1,16.3,120,SW
,1356598,2026-04-14T11:00:00Z,7.8,60,1005.9,0.6,15.7,420,W
,1356598,2026-04-14T15:00:00Z,10.4,52,1005.7,0.6,18.1,640,NW
,1356598,2026-04-14T21:00:00Z,7.2,61,1005.5,0.3,20.5,90,N
,1356598,2026-04-15T01:00:00Z,5.1,71,1005.5,0.0,16.4,10,SW
,1356598,2026-04-15T07:00:00Z,6.9,68,1005.3,0.0,15.8,120,W
,1356598,2026-04-15T11:00:00Z,9.5,62,1005.1,0.0,18.2,420,NW
,1356598,2026-04-15T15:00:00Z,12.1,54,1004.9,0.0,20.6,640,N
,1356598,2026-04-15T21:00:00Z,8.9,63,1004.7,0.0,20.0,90,NE
,1356598,2026-04-16T01:00:00Z,7.0,73,1004.8,0.1,15.4,10,W
,1356598,2026-04-16T07:00:00Z,8.8,70,1004.6,0.2,17.8,120,NW
,1356598,2026-04-16T11:00:00Z,11.4,64,1004.4,0.1,20.2,420,N
,1356598,2026-04-16T15:00:00Z,14.0,56,1004.2,0.1,19.6,640,NE
,1356598,2026-04-16T21:00:00Z,10.8,65,1004.0,0.1,22.0,90,E
,1356598,2026-04-17T01:00:00Z,9.0,75,1004.1,0.0,17.0,10,NW
,1356598,2026-04-17T07:00:00Z,10.8,72,1003.9,0.0,19.4,120,N
,1356598,2026-04-17T11:00:00Z,13.4,66,1003.7,0.0,18.8,420,NE
,1356598,2026-04-17T15:00:00Z,16.0,58,1003.5,0.0,21.2,640,E
,1356598,2026-04-17T21:00:00Z,12.8,67,1003.3,0.0,23.6,90,SE
,1356598,2026-04-18T01:00:00Z,8.6,77,1003.5,0.0,17.9,10,N
,1356598,2026-04-18T07:00:00Z,10.4,73,1003.3,0.0,17.3,120,NE
,1356598,2026-04-18T11:00:00Z,13.0,68,1003.1,0.0,19.7,420,E
,1356598,2026-04-18T15:00:00Z,15.6,59,1002.9,0.0,22.1,640,SE
,1356598,2026-04-18T21:00:00Z,12.4,68,1002.7,0.0,21.5,90,S
,1356598,2026-04-19T01:00:00Z,10.6,79,1003.0,0.0,15.3,10,NE
,1356598,2026-04-19T07:00:00Z,12.4,75,1002.8,0.0,17.7,120,E
,1356598,2026-04-19T11:00:00Z,15.0,70,1002.6,0.0,20.1,420,SE
,1356598,2026-04-19T15:00:00Z,17.6,61,1002.4,0.0,19.5,640,S
,1356598,2026-04-19T21:00:00Z,14.4,70,1002.2,0.0,21.9,90,SW
,1356598,2026-04-20T01:00:00Z,12.5,80,1002.5,0.0,15.2,10,E
,1356598,2026-04-20T07:00:00Z,14.3,76,1002.3,0.0,17.6,120,SE
,1356598,2026-04-20T11:00:00Z,16.9,71,1002.1,0.0,17.0,420,S
,1356598,2026-04-20T15:00:00Z,19.5,62,1001.9,0.0,19.4,640,SW
,1356598,2026-04-20T21:00:00Z,16.3,71,1001.7,0.0,21.8,90,W
,1356598,2026-04-21T01:00:00Z,14.2,81,1002.2,0.6,14.6,10,SE
,1356598,2026-04-21T07:00:00Z,16.0,77,1002.0,1.3,14.0,120,S
,1356598,2026-04-21T11:00:00Z,18.6,72,1001.8,0.8,16.4,420,SW
,1356598,2026-04-21T15:00:00Z,21.2,63,1001.6,0.8,18.8,640,W
,1356598,2026-04-21T21:00:00Z,18.0,72,1001.4,0.4,18.2,90,NW
,1356598,2026-04-22T01:00:00Z,13.4,82,1002.0,0.0,10.7,10,S
,1356598,2026-04-22T07:00:00Z,15.2,78,1001.8,0.0,13.1,120,SW
,1356598,2026-04-22T11:00:00Z,17.8,73,1001.6,0.0,15.5,420,W
,1356598,2026-04-22T15:00:00Z,20.4,64,1001.4,0.0,14.9,640,NW
,1356598,2026-04-22T21:00:00Z,17.2,73,1001.2,0.0,17.3,90,N
,1356598,2026-04-23T01:00:00Z,14.7,82,1001.8,0.0,9.6,10,SW
,1356598,2026-04-23T07:00:00Z,16.5,78,1001.6,0.0,12.0,120,W
,1356598,2026-04-23T11:00:00Z,19.1,73,1001.4,0.0,11.4,420,NW
,1356598,2026-04-23T15:00:00Z,21.7,64,1001.2,0.0,13.8,640,N
,1356598,2026-04-23T21:00:00Z,18.5,73,1001.0,0.0,16.2,90,NE
,1356598,2026-04-24T01:00:00Z,15.8,82,1001.8,0.0,9.7,10,W
,1356598,2026-04-24T07:00:00Z,17.6,78,1001.6,0.0,9.1,120,NW
,1356598,2026-04-24T11:00:00Z,20.2,73,1001.4,0.0,11.5,420,N
,1356598,2026-04-24T15:00:00Z,22.8,64,1001.2,0.0,13.9,640,NE
,1356598,2026-04-24T21:00:00Z,19.6,73,1001.0,0.0,13.3,90,E
,1356598,2026-04-25T01:00:00Z,16.6,82,1001.9,0.0,9.9,10,NW
,1356598,2026-04-25T07:00:00Z,18.4,78,1001.7,0.0,12.3,120,N
,1356598,2026-04-25T11:00:00Z,21.0,73,1001.5,0.0,14.7,420,NE
,1356598,2026-04-25T15:00:00Z,23.6,64,1001.3,0.0,14.1,640,E
,1356598,2026-04-25T21:00:00Z,20.4,73,1001.1,0.0,16.5,90,SE
,1356598,2026-04-26T01:00:00Z,14.7,81,1002.1,0.1,12.9,10,N
,1356598,2026-04-26T07:00:00Z,16.5,78,1001.9,0.2,15.3,120,NE
,1356598,2026-04-26T11:00:00Z,19.1,72,1001.7,0.1,14.7,420,E
,1356598,2026-04-26T15:00:00Z,21.7,64,1001.5,0.1,17.1,640,SE
,1356598,2026-04-26T21:00:00Z,18.5,73,1001.3,0.1,19.5,90,S
,1356598,2026-04-27T01:00:00Z,15.0,80,1002.4,0.0,15.6,10,NE
,1356598,2026-04-27T07:00:00Z,16.8,77,1002.2,0.0,15.0,120,E
,1356598,2026-04-27T11:00:00Z,19.4,71,1002.0,0.0,17.4,420,SE
,1356598,2026-04-27T15:00:00Z,22.0,63,1001.8,0.0,19.8,640,S
,1356598,2026-04-27T21:00:00Z,18.8,72,1001.6,0.0,19.2,90,SW
,1356598,2026-04-28T01:00:00Z,15.0,79,1002.8,0.4,14.9,10,E
,1356598,2026-04-28T07:00:00Z,16.8,76,1002.6,0.8,17.3,120,SE
,1356598,2026-04-28T11:00:00Z,19.4,70,1002.4,0.5,19.7,420,S
,1356598,2026-04-28T15:00:00Z,22.0,62,1002.2,0.5,19.1,640,SW
,1356598,2026-04-28T21:00:00Z,18.8,71,1002.0,0.2,21.5,90,W
,1356598,2026-04-29T01:00:00Z,14.7,78,1003.3,0.0,16.7,10,SE
,1356598,2026-04-29T07:00:00Z,16.5,74,1003.1,0.0,19.1,120,S
,1356598,2026-04-29T11:00:00Z,19.1,69,1002.9,0.0,18.5,420,SW
,1356598,2026-04-29T15:00:00Z,21.7,60,1002.7,0.0,20.9,640,W
,1356598,2026-04-29T21:00:00Z,18.5,69,1002.5,0.0,23.3,90,NW
,1356598,2026-04-30T01:00:00Z,11.9,76,1003.9,0.0,18.0,10,S
,1356598,2026-04-30T07:00:00Z,13.7,72,1003.7,0.0,17.4,120,SW
,1356598,2026-04-30T11:00:00Z,16.3,67,1003.5,0.0,19.8,420,W
,1356598,2026-04-30T15:00:00Z,18.9,58,1003.3,0.0,22.2,640,NW
,1356598,2026-04-30T21:00:00Z,15.7,67,1003.1,0.0,21.6,90,N
,1356598,2026-05-01T01:00:00Z,11.3,74,1004.5,0.2,15.7,10,SW
,1356598,2026-05-01T07:00:00Z,13.1,71,1004.3,0.4,18.1,120,W
,1356598,2026-05-01T11:00:00Z,15.7,65,1004.1,0.2,20.5,420,NW
,1356598,2026-05-01T15:00:00Z,18.3,57,1003.9,0.2,19.9,640,N
,1356598,2026-05-01T21:00:00Z,15.1,66,1003.7,0.1,22.3,90,NE
,1356598,2026-05-02T01:00:00Z,10.6,72,1005.2,0.0,15.9,10,W
,1356598,2026-05-02T07:00:00Z,12.4,69,1005.0,0.0,18.3,120,NW
,1356598,2026-05-02T11:00:00Z,15.0,63,1004.8,0.0,17.7,420,N
,1356598,2026-05-02T15:00:00Z,17.6,55,1004.6,0.0,20.1,640,NE
,1356598,2026-05-02T21:00:00Z,14.4,64,1004.4,0.0,22.5,90,E
,1356598,2026-05-03T01:00:00Z,9.8,70,1006.0,0.0,15.6,10,NW
,1356598,2026-05-03T07:00:00Z,11.6,67,1005.8,0.0,15.0,120,N
,1356598,2026-05-03T11:00:00Z,14.2,61,1005.6,0.0,17.4,420,NE
,1356598,2026-05-03T15:00:00Z,16.8,53,1005.4,0.0,19.8,640,E
,1356598,2026-05-03T21:00:00Z,13.6,62,1005.2,0.0,19.2,90,SE
,1356598,2026-05-04T01:00:00Z,6.6,68,1006.8,0.0,11.8,10,N
,1356598,2026-05-04T07:00:00Z,8.4,65,1006.6,0.0,14.2,120,NE
,1356598,2026-05-04T11:00:00Z,11.0,59,1006.4,0.0,16.6,420,E
,1356598,2026-05-04T15:00:00Z,13.6,51,1006.2,0.0,16.0,640,SE
,1356598,2026-05-04T21:00:00Z,10.4,60,1006.0,0.0,18.4,90,S
,1356598,2026-05-05T01:00:00Z,5.8,66,1007.7,0.5,10.8,10,NE
,1356598,2026-05-05T07:00:00Z,7.6,63,1007.5,1.1,13.2,120,E
,1356598,2026-05-05T11:00:00Z,10.2,57,1007.3,0.6,12.6,420,SE
,1356598,2026-05-05T15:00:00Z,12.8,49,1007.1,0.6,15.0,640,S
,1356598,2026-05-05T21:00:00Z,9.6,58,1006.9,0.3,17.4,90,SW
